Unique identification number of the institution,Level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,Nonresident alien total,Nonresident alien men,Nonresident alien women
190415,Graduate student,8046,4497,3549,16,6,10,680,403,277,198,90,108,428,224,204,4,1,3,2679,1503,1176,156,82,74,377,190,187,3508,1998,1510
190424,Total students enrolled for credit,1083,504,579,3,0,3,199,84,115,56,24,32,64,31,33,5,3,2,475,229,246,33,17,16,56,26,30,192,90,102
190424,Graduate student,1083,504,579,3,0,3,199,84,115,56,24,32,64,31,33,5,3,2,475,229,246,33,17,16,56,26,30,192,90,102
190442,Total students enrolled for credit,5099,2137,2962,9,4,5,54,19,35,222,99,123,131,61,70,3,2,1,4256,1775,2481,153,63,90,266,112,154,5,2,3
190442,Undergraduate students,5099,2137,2962,9,4,5,54,19,35,222,99,123,131,61,70,3,2,1,4256,1775,2481,153,63,90,266,112,154,5,2,3
190451,Total students enrolled for credit,291,33,258,0,0,0,6,2,4,8,1,7,7,0,7,0,0,0,237,28,209,14,2,12,19,0,19,0,0,0
190451,Undergraduate students,291,33,258,0,0,0,6,2,4,8,1,7,7,0,7,0,0,0,237,28,209,14,2,12,19,0,19,0,0,0
190503,Total students enrolled for credit,4429,2215,2214,22,9,13,307,170,137,264,106,158,706,322,384,16,9,7,2142,1085,1057,152,61,91,138,74,64,682,379,303
190503,Undergraduate students,4410,2210,2200,22,9,13,305,170,135,264,106,158,703,322,381,16,9,7,2130,1080,1050,152,61,91,138,74,64,680,379,301
190503,Graduate student,19,5,14,0,0,0,2,0,2,0,0,0,3,0,3,0,0,0,12,5,7,0,0,0,0,0,0,2,0,2
190512,Total students enrolled for credit,22601,11142,11459,42,23,19,6471,3302,3169,2136,946,1190,5187,2543,2644,42,20,22,5581,2951,2630,306,148,158,0,0,0,2836,1209,1627
190512,Undergraduate students,18775,9460,9315,35,19,16,5775,2967,2808,1739,816,923,4737,2363,2374,36,20,16,4195,2224,1971,264,130,134,0,0,0,1994,921,1073
190512,Graduate student,3826,1682,2144,7,4,3,696,335,361,397,130,267,450,180,270,6,0,6,1386,727,659,42,18,24,0,0,0,842,288,554
190521,Total students enrolled for credit,35804,15156,20648,112,38,74,4059,1861,2198,9854,4024,5830,15326,6499,8827,111,42,69,3833,1666,2167,421,179,242,0,0,0,2088,847,1241
190521,Undergraduate students,35804,15156,20648,112,38,74,4059,1861,2198,9854,4024,5830,15326,6499,8827,111,42,69,3833,1666,2167,421,179,242,0,0,0,2088,847,1241
190530,Total students enrolled for credit,14901,6253,8648,46,20,26,456,238,218,4228,1781,2447,9388,3849,5539,34,16,18,319,164,155,103,39,64,0,0,0,327,146,181
190530,Undergraduate students,14901,6253,8648,46,20,26,456,238,218,4228,1781,2447,9388,3849,5539,34,16,18,319,164,155,103,39,64,0,0,0,327,146,181
190549,Total students enrolled for credit,21626,8642,12984,46,18,28,3584,1640,1944,5271,1848,3423,4447,1704,2743,34,20,14,6967,2892,4075,309,127,182,0,0,0,968,393,575
190549,Undergraduate students,17679,7353,10326,32,14,18,3173,1499,1674,4311,1574,2737,3864,1540,2324,29,18,11,5389,2341,3048,273,115,158,0,0,0,608,252,356
190549,Graduate student,3947,1289,2658,14,4,10,411,141,270,960,274,686,583,164,419,5,2,3,1578,551,1027,36,12,24,0,0,0,360,141,219
190558,Total students enrolled for credit,16445,7095,9350,27,10,17,1839,888,951,2302,870,1432,4003,1618,2385,33,12,21,7583,3385,4198,192,90,102,0,0,0,466,222,244
190558,Undergraduate students,15245,6761,8484,26,10,16,1734,845,889,2228,851,1377,3847,1575,2272,32,11,21,6787,3181,3606,183,87,96,0,0,0,408,201,207
190558,Graduate student,1200,334,866,1,0,1,105,43,62,74,19,55,156,43,113,1,1,0,796,204,592,9,3,6,0,0,0,58,21,37
190567,Total students enrolled for credit,18999,9005,9994,32,18,14,4068,2233,1835,3203,1377,1826,6720,2737,3983,49,22,27,3340,1787,1553,278,134,144,0,0,0,1309,697,612
190567,Undergraduate students,15842,7713,8129,26,15,11,3688,2032,1656,2660,1191,1469,5908,2492,3416,48,22,26,2346,1358,988,247,122,125,0,0,0,919,481,438
190567,Graduate student,3157,1292,1865,6,3,3,380,201,179,543,186,357,812,245,567,1,0,1,994,429,565,31,12,19,0,0,0,390,216,174
190576,Total students enrolled for credit,8901,3219,5682,14,5,9,603,228,375,1490,392,1098,3288,1192,2096,12,3,9,2174,815,1359,122,34,88,0,0,0,1198,550,648
190576,Undergraduate students,2636,752,1884,6,2,4,283,98,185,827,212,615,817,216,601,8,1,7,581,193,388,55,11,44,0,0,0,59,19,40
190576,Graduate student,6265,2467,3798,8,3,5,320,130,190,663,180,483,2471,976,1495,4,2,2,1593,622,971,67,23,44,0,0,0,1139,531,608
190585,Total students enrolled for credit,9736,3183,6553,20,8,12,290,98,192,2591,894,1697,6128,1900,4228,12,0,12,208,85,123,59,16,43,0,0,0,428,182,246
190585,Undergraduate students,9736,3183,6553,20,8,12,290,98,192,2591,894,1697,6128,1900,4228,12,0,12,208,85,123,59,16,43,0,0,0,428,182,246
190594,Total students enrolled for credit,28591,9148,19443,36,12,24,5828,2198,3630,3405,931,2474,7740,2355,5385,110,43,67,9516,3014,6502,531,169,362,0,0,0,1425,426,999
190594,Undergraduate students,20626,7310,13316,29,10,19,5118,2031,3087,2249,678,1571,6126,2014,4112,97,38,59,5455,2044,3411,408,140,268,0,0,0,1144,355,789
190594,Graduate student,7965,1838,6127,7,2,5,710,167,543,1156,253,903,1614,341,1273,13,5,8,4061,970,3091,123,29,94,0,0,0,281,71,210
190600,Total students enrolled for credit,17938,8136,9802,57,19,38,1729,928,801,3312,1279,2033,8295,3519,4776,62,27,35,3630,2029,1601,293,118,175,0,0,0,560,217,343
190600,Undergraduate students,15583,7026,8557,51,16,35,1582,855,727,2746,1068,1678,7716,3277,4439,61,27,34,2762,1532,1230,231,94,137,0,0,0,434,157,277
190600,Graduate student,2355,1110,1245,6,3,3,147,73,74,566,211,355,579,242,337,1,0,1,868,497,371,62,24,38,0,0,0,126,60,66
190619,Total students enrolled for credit,21797,9756,12041,42,19,23,3239,1771,1468,5978,2477,3501,4447,1890,2557,25,13,12,7153,3155,3998,275,133,142,0,0,0,638,298,340
190619,Undergraduate students,21797,9756,12041,42,19,23,3239,1771,1468,5978,2477,3501,4447,1890,2557,25,13,12,7153,3155,3998,275,133,142,0,0,0,638,298,340
190628,Total students enrolled for credit,25419,10751,14668,96,45,51,4498,2086,2412,4164,1638,2526,11836,4808,7028,69,34,35,2746,1234,1512,243,103,140,0,0,0,1767,803,964
190628,Undergraduate students,25419,10751,14668,96,45,51,4498,2086,2412,4164,1638,2526,11836,4808,7028,69,34,35,2746,1234,1512,243,103,140,0,0,0,1767,803,964
190637,Total students enrolled for credit,17812,5728,12084,28,6,22,1210,438,772,4988,1563,3425,9141,2784,6357,23,11,12,1796,724,1072,132,42,90,0,0,0,494,160,334
190637,Undergraduate students,15231,4975,10256,25,6,19,1035,392,643,4286,1361,2925,8161,2537,5624,23,11,12,1174,497,677,110,34,76,0,0,0,417,137,280
190637,Graduate student,2581,753,1828,3,0,3,175,46,129,702,202,500,980,247,733,0,0,0,622,227,395,22,8,14,0,0,0,77,23,54
190646,Total students enrolled for credit,8828,2521,6307,21,3,18,282,114,168,6677,1903,4774,1233,315,918,17,9,8,218,75,143,101,27,74,0,0,0,279,75,204
190646,Undergraduate students,8828,2521,6307,21,3,18,282,114,168,6677,1903,4774,1233,315,918,17,9,8,218,75,143,101,27,74,0,0,0,279,75,204
190655,Total students enrolled for credit,20860,11339,9521,78,43,35,4015,2328,1687,6356,3317,3039,6826,3719,3107,91,48,43,2311,1238,1073,210,114,96,0,0,0,973,532,441
190655,Undergraduate students,20860,11339,9521,78,43,35,4015,2328,1687,6356,3317,3039,6826,3719,3107,91,48,43,2311,1238,1073,210,114,96,0,0,0,973,532,441
190664,Total students enrolled for credit,24367,10326,14041,74,32,42,6269,2893,3376,2312,879,1433,6442,2547,3895,97,41,56,7551,3197,4354,355,139,216,0,0,0,1267,598,669
190664,Undergraduate students,20379,9052,11327,65,31,34,5704,2713,2991,1925,764,1161,5683,2317,3366,93,41,52,5635,2591,3044,262,112,150,0,0,0,1012,483,529
190664,Graduate student,3988,1274,2714,9,1,8,565,180,385,387,115,272,759,230,529,4,0,4,1916,606,1310,93,27,66,0,0,0,255,115,140
190673,Total students enrolled for credit,21034,9685,11349,188,89,99,5171,2591,2580,4866,1974,2892,6685,3042,3643,173,88,85,2803,1397,1406,229,114,115,0,0,0,919,390,529
190673,Undergraduate students,21034,9685,11349,188,89,99,5171,2591,2580,4866,1974,2892,6685,3042,3643,173,88,85,2803,1397,1406,229,114,115,0,0,0,919,390,529
190682,Total students enrolled for credit,450,171,279,3,2,1,58,24,34,62,21,41,87,33,54,0,0,0,216,84,132,11,3,8,0,0,0,13,4,9
190682,Graduate student,450,171,279,3,2,1,58,24,34,62,21,41,87,33,54,0,0,0,216,84,132,11,3,8,0,0,0,13,4,9
190691,Total students enrolled for credit,10518,3683,6835,93,30,63,2398,924,1474,3831,1286,2545,2996,1011,1985,89,26,63,590,226,364,106,38,68,0,0,0,415,142,273
190691,Undergraduate students,10396,3659,6737,93,30,63,2376,921,1455,3816,1280,2536,2974,1006,1968,89,26,63,536,216,320,106,38,68,0,0,0,406,142,264
190691,Graduate student,122,24,98,0,0,0,22,3,19,15,6,9,22,5,17,0,0,0,54,10,44,0,0,0,0,0,0,9,0,9
190707,Total students enrolled for credit,23,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,17,0,0,0,0,0,0,0,0,0
190707,Undergraduate students,23,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,17,0,0,0,0,0,0,0,0,0
190716,Total students enrolled for credit,3284,900,2384,15,1,14,156,58,98,286,66,220,117,37,80,0,0,0,2268,605,1663,59,15,44,150,39,111,233,79,154
190716,Undergraduate students,1893,481,1412,9,1,8,88,27,61,185,43,142,86,26,60,0,0,0,1355,332,1023,43,13,30,95,28,67,32,11,21
190716,Graduate student,1391,419,972,6,0,6,68,31,37,101,23,78,31,11,20,0,0,0,913,273,640,16,2,14,55,11,44,201,68,133
190725,Total students enrolled for credit,3140,805,2335,9,2,7,68,25,43,281,76,205,171,68,103,1,0,1,2374,563,1811,30,6,24,162,45,117,44,20,24
190725,Undergraduate students,2176,612,1564,7,1,6,54,21,33,234,68,166,152,55,97,1,0,1,1564,416,1148,26,5,21,112,31,81,26,15,11
190725,Graduate student,964,193,771,2,1,1,14,4,10,47,8,39,19,13,6,0,0,0,810,147,663,4,1,3,50,14,36,18,5,13
190752,Total students enrolled for credit,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0
190752,Undergraduate students,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,0,0,0
190761,Total students enrolled for credit,2334,758,1576,1,1,0,228,71,157,295,95,200,520,164,356,15,4,11,785,231,554,55,15,40,342,128,214,93,49,44
190761,Undergraduate students,1663,536,1127,0,0,0,101,26,75,259,86,173,472,152,320,11,3,8,570,176,394,46,14,32,182,64,118,22,15,7
190761,Graduate student,671,222,449,1,1,0,127,45,82,36,9,27,48,12,36,4,1,3,215,55,160,9,1,8,160,64,96,71,34,37
190840,Total students enrolled for credit,11696,5265,6431,24,15,9,379,162,217,1308,544,764,2139,936,1203,11,7,4,6980,3202,3778,416,194,222,319,150,169,120,55,65
190840,Undergraduate students,11696,5265,6431,24,15,9,379,162,217,1308,544,764,2139,936,1203,11,7,4,6980,3202,3778,416,194,222,319,150,169,120,55,65
190956,Total students enrolled for credit,130,19,111,0,0,0,14,3,11,10,2,8,7,0,7,0,0,0,98,14,84,1,0,1,0,0,0,0,0,0
190956,Undergraduate students,130,19,111,0,0,0,14,3,11,10,2,8,7,0,7,0,0,0,98,14,84,1,0,1,0,0,0,0,0,0
190974,Total students enrolled for credit,553,135,418,2,0,2,1,0,1,67,17,50,15,8,7,4,1,3,413,91,322,0,0,0,51,18,33,0,0,0
190974,Undergraduate students,553,135,418,2,0,2,1,0,1,67,17,50,15,8,7,4,1,3,413,91,322,0,0,0,51,18,33,0,0,0
190983,Total students enrolled for credit,1267,380,887,2,0,2,28,9,19,49,18,31,45,10,35,1,0,1,1008,290,718,24,6,18,57,21,36,53,26,27
190983,Undergraduate students,1135,341,794,2,0,2,26,8,18,49,18,31,43,9,34,0,0,0,894,257,637,23,6,17,49,18,31,49,25,24
190983,Graduate student,132,39,93,0,0,0,2,1,1,0,0,0,2,1,1,1,0,1,114,33,81,1,0,1,8,3,5,4,1,3
191083,Total students enrolled for credit,20515,9755,10760,132,61,71,642,318,324,2506,1082,1424,640,297,343,19,4,15,10788,5297,5491,406,168,238,5079,2347,2732,303,181,122
191083,Undergraduate students,20515,9755,10760,132,61,71,642,318,324,2506,1082,1424,640,297,343,19,4,15,10788,5297,5491,406,168,238,5079,2347,2732,303,181,122
191126,Total students enrolled for credit,10812,1695,9117,19,3,16,1227,196,1031,1026,189,837,1891,401,1490,27,5,22,4779,607,4172,365,71,294,119,21,98,1359,202,1157
191126,Undergraduate students,10610,1666,8944,18,3,15,1211,190,1021,1015,187,828,1869,398,1471,26,5,21,4692,596,4096,362,71,291,109,20,89,1308,196,1112
191126,Graduate student,202,29,173,1,0,1,16,6,10,11,2,9,22,3,19,1,0,1,87,11,76,3,0,3,10,1,9,51,6,45
191199,Total students enrolled for credit,9554,4089,5465,34,15,19,105,51,54,486,192,294,458,178,280,0,0,0,6715,2824,3891,181,82,99,1572,745,827,3,2,1
191199,Undergraduate students,9554,4089,5465,34,15,19,105,51,54,486,192,294,458,178,280,0,0,0,6715,2824,3891,181,82,99,1572,745,827,3,2,1
191205,Total students enrolled for credit,752,514,238,4,3,1,10,6,4,175,116,59,118,85,33,1,1,0,392,269,123,19,15,4,4,2,2,29,17,12
191205,Undergraduate students,711,486,225,4,3,1,10,6,4,172,113,59,115,83,32,1,1,0,369,253,116,19,15,4,3,2,1,18,10,8
191205,Graduate student,41,28,13,0,0,0,0,0,0,3,3,0,3,2,1,0,0,0,23,16,7,0,0,0,1,0,1,11,7,4
191241,Total students enrolled for credit,17901,7087,10814,29,13,16,1308,530,778,1278,390,888,2397,854,1543,21,8,13,8982,3767,5215,411,146,265,800,311,489,2675,1068,1607
191241,Undergraduate students,10137,4355,5782,13,6,7,917,381,536,448,191,257,1421,607,814,7,3,4,5726,2512,3214,299,110,189,509,197,312,797,348,449
191241,Graduate student,7764,2732,5032,16,7,9,391,149,242,830,199,631,976,247,729,14,5,9,3256,1255,2001,112,36,76,291,114,177,1878,720,1158
191287,Total students enrolled for credit,916,430,486,2,0,2,190,84,106,85,36,49,202,105,97,8,4,4,314,144,170,24,14,10,91,43,48,0,0,0
191287,Undergraduate students,916,430,486,2,0,2,190,84,106,85,36,49,202,105,97,8,4,4,314,144,170,24,14,10,91,43,48,0,0,0
191302,Total students enrolled for credit,3079,1319,1760,7,4,3,27,10,17,182,97,85,377,154,223,1,0,1,1905,767,1138,90,48,42,343,167,176,147,72,75
191302,Undergraduate students,3079,1319,1760,7,4,3,27,10,17,182,97,85,377,154,223,1,0,1,1905,767,1138,90,48,42,343,167,176,147,72,75
191311,Total students enrolled for credit,400,126,274,1,1,0,148,50,98,7,2,5,16,1,15,0,0,0,114,37,77,5,0,5,109,35,74,0,0,0
191311,Undergraduate students,400,126,274,1,1,0,148,50,98,7,2,5,16,1,15,0,0,0,114,37,77,5,0,5,109,35,74,0,0,0
191320,Total students enrolled for credit,52,31,21,0,0,0,0,0,0,10,4,6,2,2,0,0,0,0,36,21,15,2,2,0,1,1,0,1,1,0
191320,Graduate student,52,31,21,0,0,0,0,0,0,10,4,6,2,2,0,0,0,0,36,21,15,2,2,0,1,1,0,1,1,0
191339,Total students enrolled for credit,7803,2897,4906,49,27,22,80,32,48,531,187,344,341,124,217,3,2,1,5663,2030,3633,190,65,125,747,326,421,199,104,95
191339,Undergraduate students,7803,2897,4906,49,27,22,80,32,48,531,187,344,341,124,217,3,2,1,5663,2030,3633,190,65,125,747,326,421,199,104,95
191409,Total students enrolled for credit,85,2,83,1,0,1,5,0,5,11,0,11,23,0,23,0,0,0,40,1,39,3,0,3,1,1,0,1,0,1
191409,Undergraduate students,85,2,83,1,0,1,5,0,5,11,0,11,23,0,23,0,0,0,40,1,39,3,0,3,1,1,0,1,0,1
191515,Total students enrolled for credit,2043,978,1065,1,1,0,144,47,97,79,45,34,157,67,90,0,0,0,1308,655,653,68,35,33,156,68,88,130,60,70
191515,Undergraduate students,2043,978,1065,1,1,0,144,47,97,79,45,34,157,67,90,0,0,0,1308,655,653,68,35,33,156,68,88,130,60,70
191533,Total students enrolled for credit,1435,572,863,4,4,0,34,9,25,123,66,57,109,42,67,1,0,1,920,332,588,26,12,14,178,81,97,40,26,14
191533,Undergraduate students,1435,572,863,4,4,0,34,9,25,123,66,57,109,42,67,1,0,1,920,332,588,26,12,14,178,81,97,40,26,14
191597,Total students enrolled for credit,606,92,514,3,0,3,57,14,43,432,61,371,66,10,56,1,0,1,41,6,35,5,0,5,1,1,0,0,0,0
191597,Undergraduate students,606,92,514,3,0,3,57,14,43,432,61,371,66,10,56,1,0,1,41,6,35,5,0,5,1,1,0,0,0,0
191612,Total students enrolled for credit,4075,1711,2364,28,12,16,209,114,95,447,217,230,258,126,132,2,1,1,2830,1093,1737,47,14,33,59,37,22,195,97,98
191612,Undergraduate students,4075,1711,2364,28,12,16,209,114,95,447,217,230,258,126,132,2,1,1,2830,1093,1737,47,14,33,59,37,22,195,97,98
191621,Total students enrolled for credit,1517,592,925,14,5,9,5,2,3,64,19,45,31,9,22,2,2,0,722,319,403,65,21,44,609,212,397,5,3,2
191621,Undergraduate students,1449,575,874,13,5,8,3,1,2,54,17,37,30,9,21,2,2,0,675,307,368,58,19,39,609,212,397,5,3,2
191621,Graduate student,68,17,51,1,0,1,2,1,1,10,2,8,1,0,1,0,0,0,47,12,35,7,2,5,0,0,0,0,0,0
191630,Total students enrolled for credit,2304,1141,1163,10,7,3,80,29,51,137,87,50,125,61,64,2,2,0,1656,826,830,0,0,0,137,59,78,157,70,87
191630,Undergraduate students,2295,1139,1156,10,7,3,80,29,51,137,87,50,125,61,64,2,2,0,1649,824,825,0,0,0,135,59,76,157,70,87
191630,Graduate student,9,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,0,0,0,2,0,2,0,0,0
191649,Total students enrolled for credit,12243,5297,6946,39,21,18,1096,525,571,1001,333,668,1434,560,874,86,27,59,6518,2853,3665,212,82,130,781,388,393,1076,508,568
191649,Undergraduate students,7438,3453,3985,25,13,12,722,367,355,608,225,383,1001,416,585,54,18,36,4062,1891,2171,179,72,107,382,229,153,405,222,183
191649,Graduate student,4805,1844,2961,14,8,6,374,158,216,393,108,285,433,144,289,32,9,23,2456,962,1494,33,10,23,399,159,240,671,286,385
191676,Total students enrolled for credit,1247,476,771,1,0,1,47,19,28,46,28,18,16,1,15,3,0,3,919,348,571,55,23,32,87,25,62,73,32,41
191676,Undergraduate students,1231,466,765,1,0,1,47,19,28,44,26,18,16,1,15,3,0,3,910,341,569,54,23,31,83,24,59,73,32,41
191676,Graduate student,16,10,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,9,7,2,1,0,1,4,1,3,0,0,0
191719,Total students enrolled for credit,16498,8231,8267,69,37,32,928,473,455,1616,778,838,925,434,491,39,19,20,11972,6044,5928,429,199,230,443,211,232,77,36,41
191719,Undergraduate students,16498,8231,8267,69,37,32,928,473,455,1616,778,838,925,434,491,39,19,20,11972,6044,5928,429,199,230,443,211,232,77,36,41
191728,Total students enrolled for credit,1629,308,1321,31,7,24,29,9,20,316,57,259,371,57,314,6,1,5,818,169,649,52,7,45,6,1,5,0,0,0
191728,Undergraduate students,1629,308,1321,31,7,24,29,9,20,316,57,259,371,57,314,6,1,5,818,169,649,52,7,45,6,1,5,0,0,0
191834,Total students enrolled for credit,408,351,57,0,0,0,7,6,1,196,170,26,108,96,12,2,2,0,81,65,16,1,1,0,11,10,1,2,1,1
191834,Undergraduate students,408,351,57,0,0,0,7,6,1,196,170,26,108,96,12,2,2,0,81,65,16,1,1,0,11,10,1,2,1,1
191931,Total students enrolled for credit,4625,2217,2408,11,2,9,109,49,60,427,218,209,947,435,512,7,3,4,2495,1161,1334,69,33,36,334,159,175,226,157,69
191931,Undergraduate students,3649,1780,1869,7,1,6,79,41,38,325,175,150,778,368,410,5,2,3,2025,963,1062,65,32,33,270,136,134,95,62,33
191931,Graduate student,976,437,539,4,1,3,30,8,22,102,43,59,169,67,102,2,1,1,470,198,272,4,1,3,64,23,41,131,95,36
191940,Total students enrolled for credit,74,6,68,1,0,1,1,0,1,6,1,5,10,1,9,0,0,0,49,2,47,7,2,5,0,0,0,0,0,0
191940,Undergraduate students,74,6,68,1,0,1,1,0,1,6,1,5,10,1,9,0,0,0,49,2,47,7,2,5,0,0,0,0,0,0
191959,Total students enrolled for credit,119,107,12,0,0,0,1,1,0,12,12,0,26,23,3,2,2,0,54,49,5,5,4,1,19,16,3,0,0,0
191959,Undergraduate students,119,107,12,0,0,0,1,1,0,12,12,0,26,23,3,2,2,0,54,49,5,5,4,1,19,16,3,0,0,0
191968,Total students enrolled for credit,7184,2933,4251,9,2,7,268,80,188,422,190,232,548,202,346,1,0,1,5114,2129,2985,206,67,139,473,196,277,143,67,76
191968,Undergraduate students,6488,2715,3773,9,2,7,244,71,173,408,184,224,521,191,330,1,0,1,4646,1998,2648,190,61,129,343,149,194,126,59,67
191968,Graduate student,696,218,478,0,0,0,24,9,15,14,6,8,27,11,16,0,0,0,468,131,337,16,6,10,130,47,83,17,8,9
191986,Total students enrolled for credit,5704,2415,3289,68,20,48,47,17,30,190,98,92,363,179,184,8,3,5,4437,1817,2620,110,51,59,450,208,242,31,22,9
191986,Undergraduate students,5704,2415,3289,68,20,48,47,17,30,190,98,92,363,179,184,8,3,5,4437,1817,2620,110,51,59,450,208,242,31,22,9
192004,Total students enrolled for credit,392,103,289,16,3,13,1,0,1,6,4,2,90,24,66,0,0,0,253,60,193,21,8,13,5,4,1,0,0,0
192004,Undergraduate students,392,103,289,16,3,13,1,0,1,6,4,2,90,24,66,0,0,0,253,60,193,21,8,13,5,4,1,0,0,0
192022,Total students enrolled for credit,5074,2187,2887,26,5,21,70,32,38,384,200,184,493,205,288,11,7,4,3643,1495,2148,134,60,74,259,149,110,54,34,20
192022,Undergraduate students,5074,2187,2887,26,5,21,70,32,38,384,200,184,493,205,288,11,7,4,3643,1495,2148,134,60,74,259,149,110,54,34,20
192040,Total students enrolled for credit,375,166,209,0,0,0,1,0,1,1,1,0,14,2,12,0,0,0,319,146,173,1,0,1,28,14,14,11,3,8
192040,Undergraduate students,158,75,83,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,136,67,69,1,0,1,11,5,6,2,1,1
192040,Graduate student,217,91,126,0,0,0,1,0,1,1,1,0,6,0,6,0,0,0,183,79,104,0,0,0,17,9,8,9,2,7
192110,Total students enrolled for credit,957,510,447,1,0,1,126,47,79,42,28,14,55,30,25,0,0,0,380,243,137,49,27,22,54,27,27,250,108,142
192110,Undergraduate students,590,300,290,1,0,1,80,25,55,26,17,9,41,23,18,0,0,0,236,147,89,30,15,15,41,21,20,135,52,83
192110,Graduate student,367,210,157,0,0,0,46,22,24,16,11,5,14,7,7,0,0,0,144,96,48,19,12,7,13,6,7,115,56,59
192165,Total students enrolled for credit,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0
192165,Undergraduate students,156,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,0,0,0,0,0,0,0,0,0
192192,Total students enrolled for credit,2330,560,1770,13,6,7,19,9,10,222,67,155,110,32,78,3,2,1,1712,371,1341,51,12,39,138,35,103,62,26,36
192192,Undergraduate students,1940,496,1444,12,6,6,17,9,8,187,59,128,99,29,70,2,1,1,1409,329,1080,43,9,34,117,30,87,54,24,30
192192,Graduate student,390,64,326,1,0,1,2,0,2,35,8,27,11,3,8,1,1,0,303,42,261,8,3,5,21,5,16,8,2,6
192271,Total students enrolled for credit,2508,189,2319,21,2,19,191,23,168,411,41,370,114,7,107,10,0,10,1075,63,1012,23,4,19,505,25,480,158,24,134
192271,Undergraduate students,2005,151,1854,17,2,15,149,20,129,263,29,234,80,6,74,10,0,10,923,54,869,0,0,0,483,23,460,80,17,63
192271,Graduate student,503,38,465,4,0,4,42,3,39,148,12,136,34,1,33,0,0,0,152,9,143,23,4,19,22,2,20,78,7,71
192323,Total students enrolled for credit,4026,1516,2510,11,3,8,102,26,76,206,74,132,190,77,113,3,1,2,3005,1117,1888,71,23,48,398,170,228,40,25,15
